#SentenceID	Sentence	TRI	MoR	Valid?	true_TRI	true_MoR	TRI score	MoR scores	TF	TF Id	TF Symbol	TF TaxID	TF_is_incorrect	TF_correct_mention	TF offset	TG	TG Id	TG Symbol	TG TaxID	TG_is_incorrect	TG_correct_mention	Gene offset	method	stage	renormalisation	pre-post	TF_type	Other issues	Explanation
8363571:2:GPBP1:insulin-receptor	Peptides representing two putative G-protein-binding motifs ([TF] and GPBP2) derived from [TG] sequences were tested for their ability to stimulate guanosine 5'-[gamma-thio]-triphosphate (GTP[S]; 'GTP gamma S') binding to a preparation containing the 41 and 67 kDa G-proteins that are associated with the insulin receptor [Jo, Cha, Davis and McDonald (1992) Endocrinology (Baltimore) 131, 2855-2861].	TRI	ACTIVATION	F	Not TRI			0.39286734675830426;0.6045562143569414;0.0025764388847543413	GPBP1	65056	GPBP1	9606	normalisation	"GPBP1 deontes ""G-protein-binding motif P1"" is not protein/gene"	220	insulin-receptor	3643	INSR	9606			250	balanced	s4_dbTF		post	dbTF		
8144606:0:SCIP:acetylcholine receptor alpha 3	Characterization of an [TG] gene promoter and its activation by the POU domain factor [TF]/Tst-1.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0052560091430676;0.9938671726095067;0.000876818247425553	SCIP	192110	Pou3f1	10116			112	acetylcholine receptor alpha 3	25101	Chrna3	10116			23	balanced	s4_dbTF		post	dbTF		
33305374:11:Smad4:Smad3	AngII-mediated Smad3 activation suppressed miR-26a expression, which in turn promoted [TG] activation via targeted regulation of [TF], leading to further down-regulation of miR-26a.	TRI	REPRESSION	F	Not TRI			0.16046363227841187;0.39176089047944446;0.4477754772421437	Smad4	50554	Smad4	10116			1570	Smad3	25631	Smad3	10116			1526	balanced	s4_dbTF		post	dbTF		
7819133:5:vHNF1:PEPCK	Study of the [TG] promoter using electrophoretic mobility shift assays reveals binding sites for the liver-enriched transcription factors HNF1, [TF], HNF3, HNF4, and CAAT/enhancer binding protein members.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9982769524180867;0.0008586910845566354;0.000864356497356728	vHNF1	25640	Hnf1b	10116			850	PEPCK	362282	Pck1	10116			718	balanced	s4_dbTF		post	dbTF		
7760840:5:PEA3:uPA	[TG] mRNA was induced in these cells by treatment with CSF-1, and a [TF]/AP-1 element at -2.4 kb in the uPA promoter was involved in this response.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.030700098983973356;0.968283368341994;0.0010165326740327225	PEA3	18612	Etv4	10090			817	uPA	18792	Plau	10090			750	balanced	s4_dbTF		post	dbTF		
7721344:5:PPD:TNF	[TF] and rTNF when added singly induced [TG]-mRNA accumulation in monocytes.	TRI	ACTIVATION	F	Not TRI			0.0023830561529295476;0.9963904090042955;0.00122653484277495	PPD	30813	VSX1	9606		mention PPD is not TF, but some other sutance (antigene)	846	TNF	7124	TNF	9606			885	balanced	s4_dbTF		post	dbTF		
7683670:9:SCBP alpha:RP4	These results strongly suggest that the observed stimulation of the SCRE is achieved through the coordinated expression of the SCBP alpha, SCBP beta, and protein kinase A activities, perhaps via a direct association of the two SCBPs and their phosphorylation by protein kinase A. We conclude that the isolated [TF] and SCBP beta cDNAs encode transcription activators that participate in the control of the inducible [TG] gene expression in salivary cells.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0065474717836365;0.9923125485601583;0.0011399796562052123	SCBP alpha	25720	Tcf12	10116			1998	RP4	297671	Prp25l1	10116			2110	balanced	s4_dbTF		post	dbTF	Splitter	
7673192:8:ZNF174:platelet-derived growth factor-B chain	[TF] selectively repressed reporter activity driven by the [TG] and transforming growth factor-beta 1 promoters and bound to DNA in a specific manner.	TRI	REPRESSION	T	TRI	REPRESSION		0.0013936305030388342;0.002468869537846566;0.9961374999591146	ZNF174	7727	ZNF174	9606			1251	platelet-derived growth factor-B chain	5155	PDGFB	9606			1312	balanced	s4_dbTF		post	dbTF		
8464705:9:ARP-1:Apo A1	Based on this observation and that of the known inhibitory effects of [TF] on site C, we postulate a model which may account for the tissue-specific expression of the rat [TG] gene.	TRI	REPRESSION	F	TRI	UNDEFINED		0.005935778710445812;0.004356613094256286;0.989707608195298	ARP-1	113984	Nr2f2	10116			1097	Apo A1	25081	Apoa1	10116			1199	balanced	s4_dbTF		post	dbTF		
7623810:13:NF2d9:Cyp 2d-9	The results, therefore, indicate that the domestic [TG] gene can be regulated through a specific association of [TF] with SDI-A1.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9978968119253263;0.0012350815891856656;0.0008681064854879764	NF2d9	22221	Ubp1	10090			1760	Cyp 2d-9	13105	Cyp2d9	10090			1695	balanced	s4_dbTF		post	dbTF		
8464732:6:ZNF11A:ZNF25	Further YACs have been isolated which link [TF] and ZNF33A to another gene, [TG], defined by cDNA clone KOX19.	TRI	UNDEFINED	F	Not TRI			0.9962304727830174;0.0024668413537969123;0.001302685863185785	ZNF11A	7581	ZNF33A	9606			786	ZNF25	219749	ZNF25	9606			821	balanced	s4_dbTF		post	dbTF		
9362489:6:Rlf:Ral	[TF], when targeted to the plasma membrane using the Ras farnesyl attachment site (Rlf-CAAX), is constitutively active, inducing both [TG] activation and c-fos promoter activity.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.004481199094887566;0.9945083380468952;0.0010104628582171386	Rlf	109263	Rlf	10090			610	Ral	56044	Rala	10090			743	balanced	s4_dbTF		post	dbTF	mutation	
9275072:10:EET-1:tumor necrosis factor-alpha	Analysis of cloned [TF] complementary DNA revealed a 2008-base sequence that showed 61% identity with a reported transcript that encodes a protein that plays a role in phorbol ester-induced regulation of the [TG] gene.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9972999328235284;0.0018901798645948836;0.0008098873118767209	EET-1	65161	Litaf	10116			1750	tumor necrosis factor-alpha	24835	Tnf	10116			1940	balanced	s4_dbTF		post	dbTF		
9268380:0:Myt1:Cdc2	Human [TF] is a cell cycle-regulated kinase that inhibits [TG] but not Cdk2 activity.	TRI	REPRESSION	T	TRI	REPRESSION		0.0025236443516268524;0.0028782228548927596;0.9945981327934804	Myt1	4661	MYT1	9606			6	Cdc2	983	CDK1	9606			58	balanced	s4_dbTF		post	dbTF		
9242494:5:Tst-1:K14	Although epidermis from Tst-1 gene-deleted mice develops normally, epidermis from mice deleted for both Skn-1a/i and [TF] is hyperplastic and fails to suppress expression of [TG] and Spr-1 in suprabasal cells when transplanted onto athymic mice.	TRI	REPRESSION	T	TRI	REPRESSION		0.005710471097958359;0.124618213163522;0.8696713157385196	Tst-1	18991	Pou3f1	10090			1010	K14	16664	Krt14	10090			1068	balanced	s4_dbTF		post	dbTF	mutation	
9173905:8:ZiRF1:MREd/c	Competition analysis of MRE-binding proteins from mouse NIH3T3 cells with oligonucleotide matching the binding sites for SP1 and MTF1 confirmed that both the basal SP1 and the metal-regulated MBC/[TF] interact with the [TG] region.	TRI	UNDEFINED	F	Not TRI			0.9981916508702984;0.0010784952260934639;0.0007298539036080995	ZiRF1	17765	Mtf2	10090			1177	MREd/c	56739	Rec8	10090	normalisation	"denotes ""a metal-regulating-element (MRE)-binding protein"""	1201	balanced	s4_dbTF		post	coTF candidate		
9038229:10:TH AP1:TH	Using antibodies to transcription factors of the Fos and Jun families, we show that the nuclear proteins comprising the inducible [TF] complex include c-Fos, c-Jun, JunB, and JunD. In cAMP-responsive element binding protein (CREB)-deficient cell lines that express antisense RNA complementary to CREB mRNA, the response of the [TG] gene promoter to cyclic AMP is dramatically inhibited, but the response to A23187 remains robust.	TRI	ACTIVATION	F	Not TRI			0.08871433895120162;0.9090517059388884;0.002233955109910037	TH AP1	306547	Thap1	10116			1486	TH	25085	Th	10116			1685	balanced	s4_dbTF		post	dbTF	Splitter	
9020796:18:BRF-2:apoB	These results suggest that [TF] and XAP-1 are structurally and immunologically highly related trans-activators of the [TG] gene.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.00406243516222983;0.9950098070593393;0.0009277577784307953	BRF-2	55290	BRF2	9606			2094	apoB	338	APOB	9606			2186	balanced	s4_dbTF		post	dbTF		
8884288:0:Sry:Sox18	The [TF]-related gene [TG] maps to distal mouse chromosome 2.	TRI	UNDEFINED	F	Not TRI			0.9956027997556263;0.0033340186867532972;0.0010631815576203772	Sry	21674	Sry	10090			4	Sox18	20672	Sox18	10090			21	balanced	s4_dbTF		post	dbTF		
8876240:0:Brn-4:D1A dopamine receptor	Regulation of striatal [TG] gene transcription by [TF].	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9973483265672541;0.001464984956548971;0.00118668847619688	Brn-4	29589	Pou3f4	10116			67	D1A dopamine receptor	24316	Drd1	10116			23	balanced	s4_dbTF		post	dbTF		
8577711:0:MDS1:CSF1R	The chimeric genes AML1/[TF] and AML1/EAP inhibit AML1B activation at the [TG] promoter, but only AML1/MDS1 has tumor-promoter properties.	TRI	REPRESSION	F	TRI	UNDEFINED		0.1758246008980633;0.16966447846500296;0.6545109206369337	MDS1	294924	Mecom	10116			24	CSF1R	307403	Csf1r	10116			74	balanced	s4_dbTF		post	dbTF		
37840753:12:MYBL2:UBE2C	The binding relationship between the [TG] promoter region and [TF] was verified by dual luciferase and ChIP.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9977835032408094;0.001321141551196565;0.0008953552079939565	MYBL2	4605	MYBL2	9606			1464	UBE2C	11065	UBE2C	9606			1438	balanced	s4_dbTF		post	dbTF		
37831472:13:FOXR2:CA125	Patients with high expression of [TF] showed a higher expression of the cancer biomarkers [TG], CA199, CEA, and SCCA.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.07548855322611524;0.9076618111211757;0.016849635652709093	FOXR2	139628	FOXR2	9606			1418	CA125	94025	MUC16	9606			1476	balanced	s4_dbTF		post	dbTF	mutation	
37823600:6:ZNF432:PARP-1	Remarkably, [TF] stimulates [TG] activity in vitro and in cellulo.	TRI	ACTIVATION	F	Not TRI			0.0018362936925143754;0.9971361671839012;0.0010275391235844494	ZNF432	9668	ZNF432	9606			577	PARP-1	142	PARP1	9606			595	balanced	s4_dbTF		post	dbTF	PPI	
37817227:13:PRDM15:FGFR4	Specifically, we observed that [TF] protein was associated with the [TG] promoter to regulate its expression.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9980202073877534;0.0010399717138159935;0.0009398208984305743	PRDM15	63977	PRDM15	9606			1674	FGFR4	2264	FGFR4	9606			1713	balanced	s4_dbTF		post	dbTF		
37715794:13:TFDP1:TK1	[TF] knockdown restricted proliferation and EMT in CC by downregulating [TG] expression.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0018016430030401201;0.963973336404223;0.0342250205927369	TFDP1	21781	Tfdp1	10090			1473	TK1	21877	Tk1	10090			1546	balanced	s4_dbTF		post	dbTF	mutation	
37647439:8:E2F3:protein regulator of cytokinesis 1	Regulation of [TF] on [TG] (PRC1) and baculoviral IAP repeat containing 5 (BIRC5) was validated by chromatin immunoprecipitation and luciferase reporter assays.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9979942042558394;0.0011818854180639948;0.0008239103260966424	E2F3	1871	E2F3	9606			1077	protein regulator of cytokinesis 1	9055	PRC1	9606			1085	balanced	s4_dbTF		post	dbTF		
37588209:12:ZNF831:STAT3	Our findings demonstrate for the first time that [TF] is a novel transcriptional suppressor through inhibiting the expression of [TG]/Bcl2 and promoting the apoptosis process in breast cancer, suggesting ZNF831 as a novel biomarker and potential therapeutic target for breast cancer patients.	TRI	REPRESSION	T	TRI	REPRESSION		0.0012821528491622721;0.0045913420359637415;0.9941265051148739	ZNF831	128611	ZNF831	9606			1561	STAT3	6774	STAT3	9606			1643	balanced	s4_dbTF		post	dbTF		
37582760:8:NeuroD4:Glutathione peroxidase 4	Mechanistically, [TF] overexpression significantly reduced the expression of SLC7A11 and [TG] (GPX4).	TRI	REPRESSION	T	TRI	REPRESSION		0.0016912022150290637;0.0023233136809707334;0.9959854841040002	NeuroD4	11923	Neurod4	10090			944	Glutathione peroxidase 4	625249	Gpx4	10090			1019	balanced	s4_dbTF		post	dbTF		
37534182:6:Six2:TEA domain1	Using ChIP-qPCR and dual luciferase assay, we found that dephosphorylated [TF] down-regulates [TG] (Tead1) expression, thus inhibiting 6-hydroxydopamine (6-OHDA)-induced apoptosis in DA cells.	TRI	REPRESSION	F	TRI	ACTIVATION		0.0038809953819337823;0.06334845090987445;0.9327705537081918	Six2	366542	Six2	10116			713	TEA domain1	361630	Tead1	10116			733	balanced	s4_dbTF		post	dbTF	mutation	
37945756:8:Nkx6.2:parvalbumin	Our results show that [TF] have the potential to specify both somatostatin and [TG] interneurons in an opposite timed program and that DRD2 expression is required in Nkx6.2 expressing progenitors to avoid impaired phenotypes commonly associated to the pathophysiology of psychiatric diseases.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9691346554526247;0.026934361375270388;0.003930983172104976	Nkx6.2	14912	Nkx6-2	10090			1539	parvalbumin	19293	Pvalb	10090			1598	balanced	s4_dbTF		post	dbTF		
37957937:0:AEBP1:IkappaBalpha	[TF] exacerbates myocardial ischemia-reperfusion injury via inhibition of [TG].	TRI	REPRESSION	T	TRI	REPRESSION		0.001638782771673243;0.00302602328096655;0.9953351939473603	AEBP1	305494	Aebp1	10116			0	IkappaBalpha	25493	Nfkbia	10116			75	balanced	s4_dbTF		post	dbTF		
4337213:0:TRF:ACTH	TSH and [TG] secretion after intrapituitary injection of synthetic [TF].	TRI	ACTIVATION	F	Not TRI			0.023455998201978998;0.9736371524280248;0.0029068493699961	TRF	7013	TERF1	9606			67	ACTH	5443	POMC	9606			8	balanced	s4_dbTF		post	dbTF		
38223006:5:Apa1:VDR	A meta-analysis was carried out using a total of 17 case-control studies which includes Fok1 (14 Studies), Bsm1 (8 Studies), [TF] (8 Studies) and Taq1 (12 Studies) polymorphisms in the [TG] gene searched from Pubmed and Google Scholar.	TRI	UNDEFINED	F	Not TRI			0.9925054669191822;0.005016579624462359;0.0024779534563553695	Apa1	57862	ZNF410	9606			655	VDR	7421	VDR	9606			715	balanced	s4_dbTF		post	dbTF		
38200280:16:ETV7:IFIT3	In summary, [TF] induces progression of CRC by activating the transcriptional expression of [TG].	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0019679759622568795;0.9969960675888504;0.0010359564488927999	ETV7	51513	ETV7	9606			1937	IFIT3	3437	IFIT3	9606			2017	balanced	s4_dbTF		post	dbTF		
38157104:8:GLIS1:ITGA11	COMP and [TG] were screened as downstream targets of [TF].	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9940322628959807;0.0042688043952707625;0.0016989327087485765	GLIS1	148979	GLIS1	9606			1050	ITGA11	22801	ITGA11	9606			1004	balanced	s4_dbTF		post	dbTF		
38149566:10:KLF17:Vimentin	[TF] or FHL1 upregulation suppressed the colon cancer cell proliferative, invasive, and migrating capacities, accompanied by elevated E-cadherin expression and diminished N-cadherin and [TG] expression.	TRI	REPRESSION	T	TRI	REPRESSION		0.003614660617576049;0.0082495072070121;0.9881358321754119	KLF17	75753	Klf17	10090			1164	Vimentin	22352	Vim	10090			1351	balanced	s4_dbTF		post	dbTF		
38046159:6:SOX8:GSK3beta	Furthermore, the knockdown of [TF] decreased the phospho-[TG] level and suppressed Frizzled-6 (FZD6) transcription; restoration of FZD6 expression partially abolished the effect of SOX8 on Wnt/beta-catenin signaling and promote CRC cell proliferation.	TRI	ACTIVATION	F	Not TRI			0.09640536729015063;0.8961636942414546;0.007430938468394805	SOX8	30812	SOX8	9606			657	GSK3beta	2932	GSK3B	9606			684	balanced	s4_dbTF		post	dbTF		
37978036:10:RCOR1:Bcl-2	In neurons, [TF] overexpression counteracted OGD/R-induced viability decrease, reduction of the levels of RCOR1, SOD, [TG], caspase-3, p-Akt/Akt and p-GSK-3beta/GSK-3beta, and elevation of the levels of EDN1, ROS, Bax, and cleaved caspase-3, while EDN1 overexpression did contrarily on these events.	TRI	REPRESSION	F	TRI	ACTIVATION		0.010796323148665816;0.10799264840420683;0.8812110284471273	RCOR1	102554884	Rcor1	10116			1455	Bcl-2	24224	Bcl2	10116			1562	balanced	s4_dbTF		post	dbTF		
37976356:2:SMYD3:MAP3K2	The lysine methyltransferase SET and MYND domain 3 ([TF]) methylates MAPK kinase kinase 2 ([TG]) in some cancers, causing enhanced activation of MAPK signaling.	TRI	ACTIVATION	F	Not TRI			0.11378043022139067;0.8761851861282176;0.010034383650391792	SMYD3	69726	Smyd3	10090			422	MAP3K2	26405	Map3k2	10090			462	balanced	s4_dbTF		post	coTF candidate	PPI	
37974228:9:HOXD9:miR-451a	The UCSC Genome Browser and JASPAR database identified [TF] as an upstream regulator of [TG].	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9974837453416742;0.0013203816305043907;0.001195873027821535	HOXD9	15438	Hoxd9	10090			1192	miR-451a	723870	Mir451a	10090			1226	balanced	s4_dbTF		post	dbTF		
34340684:11:TBX15:PPARG	Knockdown of [TF] in human primary preadipocytes resulted in changes in expression of 130 network genes, including the key adipose TFs, [TG] and KLF15, which were significantly impacted (FDR < 0.05), thus functionally verifying the trans regulatory effect of TBX15 on the WHRadjBMI co-expression network.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9882430784142415;0.005973929817941898;0.00578299176781661	TBX15	6913	TBX15	9606			1818	PPARG	5468	PPARG	9606			1942	balanced	s4_dbTF		post	dbTF	mutation	
34242623:8:MIER3:E-cadherin	ChIP assay was performed to determine the binding of [TF]/HDAC1/HDAC2/Snail complex to the promoter of [TG].	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9979958529091387;0.0008048532335756558;0.0011992938572856005	MIER3	166968	MIER3	9606			860	E-cadherin	999	CDH1	9606			911	balanced	s4_dbTF		post	dbTF		
34234781:11:EGR3:HDAC6	[TF] showed binding to promoter sequences of [TG].	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9978894155214263;0.0009550200562839518;0.001155564422289662	EGR3	25148	Egr3	10116			984	HDAC6	84581	Hdac6	10116			1029	balanced	s4_dbTF		post	dbTF		
34184391:8:CPEB1:twist1	Mechanically, we demonstrated that [TF] overexpression reduced the expression of [TG], an inhibitor of activating transcription factor 4 (ATF4), thereby activating the ATF4/ChaC Glutathione Specific Gamma-Glutamylcyclotransferase 1 (CHAC1) pathway (CHAC1, a molecule known to induce GSH degradation).	TRI	REPRESSION	T	TRI	REPRESSION		0.0014914669881413087;0.0021425246774070847;0.9963660083344515	CPEB1	64506	CPEB1	9606			1121	twist1	7291	TWIST1	9606			1168	balanced	s4_dbTF		post	dbTF	mutation	
34157861:0:NFYA:Soluble Guanylate Cyclase	Metabolic Syndrome Mediates ROS-miR-193b-[TF]-Dependent Downregulation of [TG] and Contributes to Exercise-Induced Pulmonary Hypertension in Heart Failure With Preserved Ejection Fraction.	TRI	REPRESSION	T	TRI	REPRESSION		0.0015335724773853333;0.023195986797418168;0.9752704407251965	NFYA	29508	Nfya	10116			41	Soluble Guanylate Cyclase	25206	Gucy1b2	10116			74	balanced	s4_dbTF		post	dbTF		
34144060:10:ZNF655:p27	Moreover, decreased expression of [TF] resulted in upregulated expression of Bad, Bax, Fas, p21, [TG], Caspase 3 and Caspase 8 in NSCLC cells.	TRI	REPRESSION	T	TRI	REPRESSION		0.0018161509138799321;0.0033809635518184523;0.9948028855343016	ZNF655	79027	ZNF655	9606			1106	p27	10671	DCTN6	9606			1171	balanced	s4_dbTF		post	dbTF	mutation	
34458595:6:Dmrtc2:GCase	A genome-wide association study (GWAS) using [TG] activity as a trait identified several candidate modifier genes, including [TF] and Arhgef1 (p=2.1x10-7), and Grik5 (p=2.1x10-7).	TRI	UNDEFINED	T	TRI	UNDEFINED		0.990904061543891;0.005176596164451613;0.00391934229165727	Dmrtc2	71241	Dmrtc2	10090			645	GCase	14466	Gba1	10090			564	balanced	s4_dbTF		post	dbTF		
